video_id,university_name,category,topic,search_query,title,description,channel_name,upload_date,upload_year,views,likes,comment_count,duration,language,video_url,relevance_score,relevance_label
vj26zr6ERBQ,Patna University,controversies,scam,Patna University scam,पटना यूनिवर्सिटी में नीतीश कुमार और शिक्षा मंत्री के खिलाफ ‘गो बैक’ के लगे नारे,पटना यूनिवर्सिटी में नीतीश कुमार और शिक्षा मंत्री के खिलाफ 'गो बैक' ...,First Bihar Jharkhand,2026-03-30T16:14:10Z,2026,4886,51,0,PT58S,unknown,https://www.youtube.com/watch?v=vj26zr6ERBQ,0,Removed
K2S7FWyfQUg,Tripura University,controversies,scam,Tripura University scam,What Is Trending 🤔😂 College Students Most Crazy videography... Tripura Pharmacy College #song #funny,Movie: Yaarana Music: Rajesh Roshan Lyrics: Anjaan Singer: Kishore Kumar Label: Universal Music new college trending video ...,Tech Tripura Vlog,2023-10-20T01:55:00Z,2023,3218,55,6,PT14S,unknown,https://www.youtube.com/watch?v=K2S7FWyfQUg,0,Removed
mREaEI1QDys,University of Madras,controversies,scam,University of Madras scam,உதவிப்பேராசிரியர் தேர்வில் முறைகேடு? கோச்சிங் செண்டர்களுடன் Tie-Up? தேர்வை ரத்து செய்யுமா தவெக அரசு?,assistantprofessor #tamilnaduexam #examscam #assistantprofessor #tamilnaduexam #examscam #questionpaperleak ...,NewsTamil 24X7,2026-06-28T15:54:56Z,2026,14023,139,174,PT7M21S,unknown,https://www.youtube.com/watch?v=mREaEI1QDys,0,Removed
mIpq5Souxu8,Banaras Hindu University,controversies,scam,Banaras Hindu University scam,BHU CHS 11th Arts Entrance Paper Review 🔥| Student Honest Reaction on CHS Entrance Exam Preparation,,"School Siksha - CHS, JNV, Sainik Exam Preparation",2025-05-07T11:03:00Z,2025,11237,217,7,PT26S,unknown,https://www.youtube.com/watch?v=mIpq5Souxu8,0,Removed
2BgzJd9dCjY,Anna University,controversies,scam,Anna University scam,அண்ணா பல்கலை. மாணவி பேராசிரியர் மீது பாலியல் புகார்... வெளியான அதிர்ச்சி ஆடியோக்கள் ...,அண்ணா பல்கலை. மாணவி பேராசிரியர் மீது பாலியல் புகார் வெளியான ...,Polimer News,2026-03-28T05:10:21Z,2026,111145,521,0,PT7M17S,unknown,https://www.youtube.com/watch?v=2BgzJd9dCjY,0,Removed
gAKXRng3K3k,Dibrugarh University,controversies,scam,Dibrugarh University scam,ডিব্ৰুগড় বিশ্ববিদ্যালয় শিক্ষাৰ্থী সমাজৰ সহযোগত অনশন কাৰ্যসূচী।,ডিব্ৰুগড় বিশ্ববিদ্যালয় শিক্ষাৰ্থী সমাজৰ সহযোগত অনশন কাৰ্যসূচী ...,Pratidin Time,2026-03-11T07:55:01Z,2026,2257,64,2,PT2M24S,unknown,https://www.youtube.com/watch?v=gAKXRng3K3k,0,Removed
uWM2kFTomzk,Mysore University,controversies,scam,Mysore University scam,കര്‍ണാടകയിലെ നഴ്‌സിംഗ് പഠനം; മലയാളി വിദ്യാര്‍ത്ഥികൾ തട്ടിപ്പിന് ഇരയാകുന്നു;തട്ടിയെടുക്കുന്നത് കോടികൾ,തട്ടിപ്പ് തുടർക്കഥ | കര്‍ണാടകയിലെ നഴ്‌സിംഗ് പഠനം ; മലയാളി ...,24 News,2023-06-29T04:44:29Z,2023,99573,989,450,PT3M3S,unknown,https://www.youtube.com/watch?v=uWM2kFTomzk,0,Removed
FXhLXXgtJ-Y,Dibrugarh University,controversies,scam,Dibrugarh University scam,Aap ko Kya Laga Hoga ? ￼|| Prank Video || #Short #Shorts #Reaction #prank #shortsfeed,"Aap ko Kya Laga Hoga ? || Prank Video || #Short #Shorts #Reaction #prank #shortsfeed Prank Video, Short, Shorts, Reaction, ...",Jaipur Ka Prankster,2025-10-28T15:30:12Z,2025,19129678,258374,430,PT20S,unknown,https://www.youtube.com/watch?v=FXhLXXgtJ-Y,0,Removed
b3gQyXL3kfk,Dibrugarh University,controversies,scam,Dibrugarh University scam,অসম আন্দোলনৰ ৮৬০ গৰাকী শ্বহীদক চূড়ান্ত অপমান শিক্ষামন্ত্ৰী ডাঃ ৰণোজ পেগুৰ,অসম আন্দোলনৰ ৮৬০ গৰাকী শ্বহীদক চূড়ান্ত অপমান শিক্ষামন্ত্ৰী ডাঃ ...,Pratidin Time,2026-03-11T14:34:52Z,2026,51544,1632,319,PT8M2S,unknown,https://www.youtube.com/watch?v=b3gQyXL3kfk,0,Removed
SaeKCkd_HwE,Dibrugarh University,controversies,scam,Dibrugarh University scam,ডিব্ৰুগড় বিশ্ববিদ্যালয়ৰ ঘটনা সন্দৰ্ভত কি ক&#39;লে মুখ্যমন্ত্ৰী হিমন্ত বিশ্ব শৰ্মাই ?,ডিব্ৰুগড় বিশ্ববিদ্যালয়ৰ ঘটনা সন্দৰ্ভত কি ক'লে মুখ্যমন্ত্ৰী ...,PRATHAM KHABAR 24x7,2026-03-12T08:39:55Z,2026,172,1,0,PT2M29S,unknown,https://www.youtube.com/watch?v=SaeKCkd_HwE,0,Removed
CEDGxLDSV8M,Lucknow University,controversies,scam,Lucknow University scam,लखनऊ विश्वविद्यालय में &#39;लाल बारादरी&#39; के को लेकर विवाद: छात्रों ने हटाया बैरिकेडिंग,,LUCKNOW WALE,2026-02-22T17:05:10Z,2026,1209,30,0,PT1M26S,unknown,https://www.youtube.com/watch?v=CEDGxLDSV8M,0,Removed
yxOUQC5TsjA,Ranchi University,controversies,scam,Ranchi University scam,जयराम महतो का रिमोट कंट्रोल किसके हाथ? झारखंड का अगला मुख्यमंत्री कौन? Jharkhand Politics Update,जयराम महतो का रिमोट कंट्रोल किसके हाथ? झारखंड का अगला मुख्यमंत्री ...,YBN Bihar /Jharkhand,2026-06-24T15:30:29Z,2026,20040,430,31,PT7M18S,unknown,https://www.youtube.com/watch?v=yxOUQC5TsjA,1,Removed
NKDFJajKcK4,Madan Mohan Malaviya University of Technology,controversies,scam,Madan Mohan Malaviya University of Technology scam,Gorakhpur News: मदन मोहन मालवीय प्रौद्योगिकी विश्वविद्यालय में 40 छात्र-छात्राओं का प्रवेश फर्जी!,गोरखपुर- मदन मोहन मालवीय प्रौद्योगिकी विश्वविद्यालय में 40 ...,ABP Ganga,2023-01-13T13:07:12Z,2023,6427,67,8,PT1M46S,unknown,https://www.youtube.com/watch?v=NKDFJajKcK4,1,Removed
gqiYN7WR7fw,Tripura University,controversies,scam,Tripura University scam,ত্রিপুরা IGNOU ভর্তি সংক্রান্ত যাবতীয় তথ্য কি কি কোর্স রয়েছে ত্রিপুরায়? valid কিনা?  18 May 2026,ত্রিপুরা IGNOU ভর্তি সংক্রান্ত যাবতীয় তথ্য কি কি কোর্স রয়েছে ...,Tripura Study Everyday,2026-05-18T16:09:38Z,2026,3344,147,108,PT10M21S,unknown,https://www.youtube.com/watch?v=gqiYN7WR7fw,1,Removed
TCgh3zrtrRI,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,"बीएसएफ जवान की जगह भाई दे रहा था बीएड परीक्षा,चौथे पेपर में खुला फर्जीवाड़ा एनएसयूआई का प्रदर्शन",कुलसचिव का पुतला फूंका छतरपुर। महाराजा छत्रसाल बुंदेलखंड ...,UMA EXPRESS NEWS,2026-05-23T17:59:07Z,2026,525,28,0,PT2M15S,unknown,https://www.youtube.com/watch?v=TCgh3zrtrRI,1,Removed
mdvbS7M8I7w,Patna University,controversies,scam,Patna University scam,स्वास्थ्य मंत्री निशांत ने पटना मेडिकल कॉलेज का किया निरीक्षण। #debtnews #trendingnews #breakingnews,स्वास्थ्य मंत्री निशांत ने पटना मेडिकल कॉलेज का किया निरीक्षण! इस ...,Debt News,2026-06-26T12:50:32Z,2026,5791,51,0,PT20S,unknown,https://www.youtube.com/watch?v=mdvbS7M8I7w,1,Removed
wWtqkNwlfh8,Kerala University,controversies,scam,Kerala University scam,SIR നടപടിയിൽ ആശങ്ക; ചീഫ് ജസ്റ്റിസിന് കത്തയച്ച് ഇൻഡ്യ മുന്നണി,"SIR നടപടിയിൽ ആശങ്ക; ചീഫ് ജസ്റ്റിസിന് കത്തയച്ച് ഇൻഡ്യ മുന്നണി ""University ...",MediaoneTV Live,2026-06-30T06:00:21Z,2026,364,5,3,PT2M13S,unknown,https://www.youtube.com/watch?v=wWtqkNwlfh8,1,Removed
Nbuxb1Nmo-U,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,"MCBU में परीक्षा फर्जीवाड़े को लेकर NSUI का प्रदर्शन, कुलसचिव का पुतला फूंका","MCBU में परीक्षा फर्जीवाड़े को लेकर NSUI का प्रदर्शन, कुलसचिव का पुतला ...",Bharat Junction News,2026-05-23T14:53:08Z,2026,434,13,1,PT3M1S,unknown,https://www.youtube.com/watch?v=Nbuxb1Nmo-U,1,Removed
4qy6Mc5_9OQ,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,अब सफलता दूर नहीं – जुड़िए MCBU छतरपुर के प्रतियोगी कक्षाओं से,अब सफलता दूर नहीं – जुड़िए MCBU छतरपुर के प्रतियोगी कक्षाओं से क्या ...,MCBU Chhatarpur,2025-10-04T15:50:57Z,2025,607,27,2,PT41S,unknown,https://www.youtube.com/watch?v=4qy6Mc5_9OQ,1,Removed
bUU_LodmtCo,Mizoram University,controversies,scam,Mizoram University scam,𝐌𝐈𝐙𝐎𝐑𝐀𝐌 𝐔𝐍𝐈𝐕𝐄𝐑𝐒𝐈𝐓𝐘 (#𝐀𝐢𝐳𝐚𝐰𝐥_𝐌𝐢𝐳𝐨𝐫𝐚𝐦),,𝐖𝐚𝐝𝐮~𝐇𝐚𝐜𝐤~07,2023-05-19T06:30:07Z,2023,3564,53,1,PT15S,unknown,https://www.youtube.com/watch?v=bUU_LodmtCo,1,Removed
aLFpORKgaQk,University of Allahabad,controversies,scam,University of Allahabad scam,अघोरी बाबा ने महाकुंभ में दिखाया अद्भुत चमत्कार❤️💀 मिट्टी को बना दिया काला चंदन #dulhan,,Janadesh News Network,2025-01-29T02:13:01Z,2025,23128849,364627,908,PT19S,unknown,https://www.youtube.com/watch?v=aLFpORKgaQk,1,Removed
mWejoiDcoDo,University of Hyderabad,controversies,scam,University of Hyderabad scam,సినిమా స్టైల్ లో అమ్మాయిని ఎత్తుకొచ్చి.. ఆ తర్వాత..! | Ntv,For more latest updates on the news : ▻ Subscribe to NTV News Channel: http://goo.gl/75PJ6m ▻ Like us on Facebook: ...,NTV Telugu,2023-06-13T12:00:40Z,2023,13293652,137300,661,PT14S,unknown,https://www.youtube.com/watch?v=mWejoiDcoDo,1,Removed
F8RIycHrefY,Ranchi University,controversies,scam,Ranchi University scam,"रांची में SSC GD परीक्षा में हाईटेक चीटिंग का खुलासा, 6 गिरफ्तार",Loktantra19 उनकी आवाज को प्रखर रूप से उठाती है जिनकी आवाज को हमेशा दबाया ...,Loktantra19,2026-05-10T09:00:00Z,2026,23899,611,103,PT4M13S,unknown,https://www.youtube.com/watch?v=F8RIycHrefY,1,Removed
NcYSHN1d0lA,Dr Babasaheb Ambedkar Technological University,controversies,scam,Dr Babasaheb Ambedkar Technological University scam,विद्यार्थ्यांचे पैसे गुगलपेवर घ्यायचा; अखेर १६ लाखांचा अपहार उघड झाला | DBATU Lonere,विद्यार्थ्यांचे पैसे गुगलपेवर घ्यायचा; अखेर १६ लाखांचा अपहार उघड ...,Shakti News Marathi,2025-07-27T09:47:41Z,2025,2600,22,3,PT1M52S,unknown,https://www.youtube.com/watch?v=NcYSHN1d0lA,1,Removed
nbcdnjamNi4,Dr Babasaheb Ambedkar Technological University,controversies,scam,Dr Babasaheb Ambedkar Technological University scam,लोणेरे विद्यापीठात फी बाबत विद्यार्थ्यांचे रोहित पारधे यांच्या नेतृत्वाखाली आंदोलन#batu #university,लोणेरे विद्यापीठात फी बाबत विद्यार्थ्यांचे रोहित पारधे यांच्या ...,VISTA NEWS Marathi,2023-09-05T14:25:35Z,2023,196,0,0,PT3M46S,unknown,https://www.youtube.com/watch?v=nbcdnjamNi4,1,Removed
8jmX9189YcQ,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,अब छतरपुर जिले का नाम बदल कर &#39;राजा छत्रसाल नगर&#39; होगा MP के कैबिनेट मंत्री गोविंद सिंह ने कहा#shorts,"छतरपुर जिला, छतरपुर जिला की कॉमेडी, छतरपुर जिला बागेश्वर धाम, छतरपुर ...",lakhan ke facts,2023-06-14T08:48:00Z,2023,3007,60,0,PT6S,unknown,https://www.youtube.com/watch?v=8jmX9189YcQ,1,Removed
tPJ1Njp6O_E,Mohanlal Sukhadia University Udaipur,controversies,scam,Mohanlal Sukhadia University Udaipur scam,MLSU University Udaipur ka review / trailer 🏫👍,MLSU University Udaipur ka review/trailer . . yah Udaipur ki Sabse badi University he humne iska ek Chhota sa vloge ...,StockBIGBULL Vloger y,2024-03-05T08:15:17Z,2024,50,2,0,PT1M45S,unknown,https://www.youtube.com/watch?v=tPJ1Njp6O_E,1,Removed
V4viPnPip4o,Ranchi University,controversies,scam,Ranchi University scam,New prosthetic leg / one leg prosthetic/ Artificial leg walking/high tech prosthetic leg#hassanzarar,cartoon.jcb.tractor.bhoot.bhoot wala.cow.gana.spider-man.truk oleng.شفا۔ .barongan.bhoot wala cartoon.bus telolet.ghoda.jcb ...,Hassan zarar,2023-11-07T12:53:38Z,2023,251883664,2139286,0,PT14S,unknown,https://www.youtube.com/watch?v=V4viPnPip4o,1,Removed
M-a_8lVyBRw,Ranchi University,controversies,scam,Ranchi University scam,YBN यूनिवर्सिटी रांची की सच्चाई ! आखिर क्यो हुआ था हंगामा? जान कर रह जायेंगे दंग!,YBN यूनिवर्सिटी रांची की सच्चाई ! आखिर क्यो हुआ था हंगामा? जान कर रह ...,NEWS 17 ,2023-06-01T14:35:21Z,2023,12155,181,29,PT11M21S,unknown,https://www.youtube.com/watch?v=M-a_8lVyBRw,1,Removed
dFS887uM5_c,Mohanlal Sukhadia University Udaipur,controversies,scam,Mohanlal Sukhadia University Udaipur scam,"mdsu : 2018 से 2022 तक का डिग्री डाटा जारी , details गलत हो तो सही करवा ले।","MDSU : विश्वविद्यालय द्वारा 2018, 2019 2020,2021 & 2022 तक का डिग्री डाटा ...",JG JAITARAN ,2023-01-24T09:17:18Z,2023,15833,77,14,PT26S,unknown,https://www.youtube.com/watch?v=dFS887uM5_c,1,Removed
ZPY-_NWumkU,University of Allahabad,controversies,scam,University of Allahabad scam,दुल्हन की मांग भरते ही दूल्हे को हार्ट अटैक आ गया | #shorts  | Bihar Tak,दुल्हन की मांग भरते ही दूल्हे को हार्ट अटैक आ गया | #shorts | Bihar Tak इसकी ...,Bihar Tak,2023-05-05T00:30:14Z,2023,29877963,214171,2811,PT20S,unknown,https://www.youtube.com/watch?v=ZPY-_NWumkU,1,Removed
D4KEkM4yubs,Hemchand Yadav Vishwavidyalaya Durg,controversies,scam,Hemchand Yadav Vishwavidyalaya Durg scam,"यूनिवर्सिटी के कुलसचिव का कार कांड! महिला मित्र के घर कुटाई? सरकारी कार टूटी, ₹24 हजार विवाद #durg",दुर्ग के हेमचंद यादव विश्वविद्यालय में एक ऐसा 'कार कांड' सामने आया है ...,Nai Drishti Bindu News,2026-05-31T09:15:09Z,2026,5962,79,9,PT3M54S,unknown,https://www.youtube.com/watch?v=D4KEkM4yubs,1,Removed
mNTroMsF5EA,Pandit Ravishankar Shukla University,controversies,scam,Pandit Ravishankar Shukla University scam,Thanks @dhruvrathee  ❤️🙏🏼 #music #ravishankar #dhruvrathee #india #indian #indianclassicalmusic,,Raga Mala,2024-05-31T12:26:25Z,2024,2260515,69493,0,PT38S,unknown,https://www.youtube.com/watch?v=mNTroMsF5EA,1,Removed
Ppv9OfTeUkY,Dr Babasaheb Ambedkar Technological University,controversies,scam,Dr Babasaheb Ambedkar Technological University scam,"𝘿𝘽𝘼𝙏𝙐, 𝙍𝘼𝙄𝙂𝘼𝘿... 𝗘𝗻𝗴𝗶𝗻𝗲𝗲𝗿𝗶𝗻𝗴👨‍🔧 𝘄𝗼𝗿𝗸𝘀𝗵𝗼𝗽 🪚⚒️🔩🔧⚙️🪛#minivlog",_hd_01 insta:----https://instagram.com/_hd_01?igshid=YmMyMTA2M2Y= . . . . . #dbatu ...,HD_VLOGS,2023-02-04T13:04:51Z,2023,258,14,0,PT3M51S,unknown,https://www.youtube.com/watch?v=Ppv9OfTeUkY,1,Removed
hpKEXMT2acY,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,आत्मनिर्भर भारत मे महिलाओ का योगदान | #sku #womenempowerment,आत्मनिर्भर भारत मे महिलाओ का योगदान #sku #university #womenempowerment ...,SKU INDIA,2023-05-30T06:59:09Z,2023,2207,224,4,PT58S,unknown,https://www.youtube.com/watch?v=hpKEXMT2acY,1,Removed
adGgCbzl4XI,University of Mumbai,controversies,scam,University of Mumbai scam,Overrated Mumbai College | Public Reaction Went Crazy | Arham Chordia | #voxpop #publicopinion,,Arham Chordia,2024-04-30T06:16:55Z,2024,25703,272,2,PT23S,unknown,https://www.youtube.com/watch?v=adGgCbzl4XI,1,Removed
8bRAm564-JQ,Rajiv Gandhi Proudyogiki Vishwavidyalaya,controversies,scam,Rajiv Gandhi Proudyogiki Vishwavidyalaya scam,“RGPV का ₹19 करोड़ घोटाला 😱 | सच छुपा नहीं रह सकता,RGPVScam #19CroreScam #RGPVNews #CollegeScam #ScamAlert #StudentRights #EducationScam #RGPVTruth ...,Aman singh chouhan 1,2025-06-17T13:30:06Z,2025,801,0,2,PT1M6S,unknown,https://www.youtube.com/watch?v=8bRAm564-JQ,1,Removed
ymTY3yx1R6Y,Kerala University,controversies,scam,Kerala University scam,അസൗകര്യമാണ് ആഗ്രഹങ്ങൾക്കുള്ള ഇന്ധനം | Xylem PSC,"keralapsc #psc #xylempsc #xylem Welcome to our YouTube channel, where we provide comprehensive guidance and strategies ...",Xylem PSC,2025-07-02T07:36:07Z,2025,3474993,65648,328,PT51S,unknown,https://www.youtube.com/watch?v=ymTY3yx1R6Y,1,Removed
dVSjHfvg2IU,Central University of South Bihar,controversies,scam,Central University of South Bihar scam,Boys Hostel Cusb #shorts #centraluniversities #hostel #hostellife #reels #hosteller #blog #cusb,capcom #devilmaycry5 #bossfight #dante #monster #giant #vs #demon #dmc5 #gaming #hackandslash #gameplay #boss #battle ...,Gamifystar,2024-08-26T13:16:32Z,2024,45813,551,184,PT51S,unknown,https://www.youtube.com/watch?v=dVSjHfvg2IU,1,Removed
vkFufxubBwE,University of Mumbai,controversies,scam,University of Mumbai scam,Devendra Fadnavis | सर्वसामान्य ग्राहकांना स्मार्ट मीटर लावण्यात येणार नाहीत - फडणवीस,Devendra Fadnavis | सर्वसामान्य ग्राहकांना स्मार्ट मीटर लावण्यात येणार ...,TV9 Marathi,2024-07-03T15:46:21Z,2024,1088782,0,166,PT8S,unknown,https://www.youtube.com/watch?v=vkFufxubBwE,1,Removed
WZ764FmEfy0,Pandit Ravishankar Shukla University,controversies,scam,Pandit Ravishankar Shukla University scam,"CG News: पंडित रविशंकर शुक्ल विश्वविद्यालय में हंगामा, BA.LLB सेकंड ईयर में गलत पेपर देने पर हंगामा","रायपुर: परीक्षा के पहले ही दिन बड़ी लापरवाही, पंडित रविशंकर शुक्ल ...",Bansal News,2024-06-14T04:56:15Z,2024,415,8,0,PT6M15S,unknown,https://www.youtube.com/watch?v=WZ764FmEfy0,1,Removed
M8a5YuXRKz0,Rajiv Gandhi Proudyogiki Vishwavidyalaya,controversies,scam,Rajiv Gandhi Proudyogiki Vishwavidyalaya scam,MP News: राजीव गांधी प्रौद्योगिकी विश्वविद्यालय में करोड़ो का फर्जीवाड़ा बेनकाब?  |Latest News,MP News: राजीव गांधी प्रौद्योगिकी विश्वविद्यालय में करोड़ो का ...,News State MP Chhattisgarh,2025-12-05T14:56:41Z,2025,220,0,0,PT27M19S,unknown,https://www.youtube.com/watch?v=M8a5YuXRKz0,1,Removed
F54-vFpw6Y4,Rajiv Gandhi Proudyogiki Vishwavidyalaya,controversies,scam,Rajiv Gandhi Proudyogiki Vishwavidyalaya scam,"ED की बड़ी कार्रवाई, RGPV के पूर्व कुलपति और अन्य की 10.77 करोड़ की संपत्ति कुर्क, जानें पूरा मामला","ED की बड़ी कार्रवाई, RGPV के पूर्व कुलपति और अन्य की 10.77 करोड़ की ...",Inh 24X7,2025-03-18T14:54:36Z,2025,184,3,2,PT2M43S,unknown,https://www.youtube.com/watch?v=F54-vFpw6Y4,1,Removed
KaOnfMq-M2A,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,सम्राट पृथ्वीराज चौहान और आल्हा ऊदल के युद्ध का सच // पृथ्वीराज चौहान और आल्हा ऊदल #historyinfo,सम्राट पृथ्वीराज चौहान vs आल्हा ऊदल पृथ्वीराज चौहान और आल्हा ऊदल का ...,History info,2024-04-06T11:20:14Z,2024,2023351,86807,1390,PT1M,unknown,https://www.youtube.com/watch?v=KaOnfMq-M2A,1,Removed
wYTH6l-ve7U,Hemchand Yadav Vishwavidyalaya Durg,controversies,scam,Hemchand Yadav Vishwavidyalaya Durg scam,Exam me Bsc Science ki copy kaise likhe |बी एस सी मे कॉपी कैसे लिखे,Exam me Bsc Science ki copy kaise likhe |बी एस सी मे कॉपी कैसे लिखे.,Speedup Gyan,2024-02-02T08:30:25Z,2024,587393,5649,35,PT15S,unknown,https://www.youtube.com/watch?v=wYTH6l-ve7U,2,Removed
9XiJFEP4mZc,Ranchi University,controversies,scam,Ranchi University scam,Kishore Ajwani : Lucknow में आग से 15 छात्रों की जान गई | Latest | UP News | Aliganj Fire Incident,लखनऊ के अलीगंज इलाक़े में एक कोचिंग सेंटर में आग लगने से छात्रों ...,News18 India,2026-06-22T14:43:22Z,2026,88484,486,34,PT6M46S,unknown,https://www.youtube.com/watch?v=9XiJFEP4mZc,2,Removed
-RN3yQyZoaE,Ranchi University,controversies,scam,Ranchi University scam,Dobara Jawani | New Nagpuri Song 2026 | Avinash Nayak &amp; Manisha Yadav | Ft. Pop Ankit &amp; Masoom Singh,Dobara Jawani | New Nagpuri Song 2026 | Avinash Nayak & Manisha Yadav | Ft. Pop Ankit & Masoom Singh SONG CREDITS ...,AARVI MUSIC,2026-05-07T01:00:00Z,2026,1063143,14562,148,PT4M36S,unknown,https://www.youtube.com/watch?v=-RN3yQyZoaE,2,Removed
JcU22ncPxZM,Ranchi University,controversies,scam,Ranchi University scam,RE-NEET 2026: Bihar &amp; Jharkhand Special Live! 🚨 Borderline Scores Par Drop Ya Private/Deemed College,"Re-NEET 2026 provisional answer key analyze karne ke baad agar aapka score borderline par hai, toh is waqt aapke dimaag me ...",Albedo JEE & NEET,2026-06-29T03:01:15Z,2026,215,15,0,PT23M21S,unknown,https://www.youtube.com/watch?v=JcU22ncPxZM,2,Removed
wmSWw8YXFjI,Ranchi University,controversies,scam,Ranchi University scam,আইডি কার্ড ছাড়া বিকাশ একাউন্ট খোলার নিয়ম | Nid Card chara Bkash Account,"আইডি কার্ড ছাড়া বিকাশ একাউন্ট খোলার নিয়ম,nid ছাড়া বিকাশ একাউন্ট ...",Sajib Khalifa,2024-11-10T13:01:07Z,2024,155220,2869,102,PT5M48S,unknown,https://www.youtube.com/watch?v=wmSWw8YXFjI,2,Removed
q_mFeSX2UbQ,Rajasthan Technical University,controversies,scam,Rajasthan Technical University scam,RTU kota,,incredibleKota,2023-06-16T10:23:46Z,2023,12501,162,4,PT15S,unknown,https://www.youtube.com/watch?v=q_mFeSX2UbQ,2,Removed
t5DxXu0vAnY,Kerala University,controversies,scam,Kerala University scam,Favourite boy birthday girls surprise 😍College relationship #birthday #boyfriend #minnalvala #kerala,,Renuka Thought's ,2025-06-24T03:28:38Z,2025,1517159,26140,26,PT12S,unknown,https://www.youtube.com/watch?v=t5DxXu0vAnY,2,Removed
oRVZOeBaQ-k,Rajasthan Technical University,controversies,scam,Rajasthan Technical University scam,#Anukriti2K23#RTU Kota,,avdhesh kumar,2023-03-31T02:07:35Z,2023,2252,18,1,PT11S,unknown,https://www.youtube.com/watch?v=oRVZOeBaQ-k,2,Removed
43eVULE5uDw,Ranchi University,controversies,scam,Ranchi University scam,IIT Opens New York Campus! 🚨 Will JEE Advanced Rank Get You Admission in the US? No-Clickbait Truth,"The IIT brand has officially landed in America! In a historic move, IIT Bombay has just signed an official pact to open its first-ever ...",Albedo JEE & NEET,2026-06-27T16:11:58Z,2026,239,11,2,PT17M20S,unknown,https://www.youtube.com/watch?v=43eVULE5uDw,2,Removed
-slA3Wph2uw,Rajiv Gandhi Proudyogiki Vishwavidyalaya,controversies,scam,Rajiv Gandhi Proudyogiki Vishwavidyalaya scam,UIT RGPV BHOPAL,,UPSC my journey ,2023-05-13T18:45:56Z,2023,60458,562,60,PT7S,unknown,https://www.youtube.com/watch?v=-slA3Wph2uw,2,Removed
XVR9Xb2IO-8,Ranchi University,controversies,scam,Ranchi University scam,To the Point : अब ऐसे होगा दाखिल-खारिज | Bihar Land Mutation Rules Changed: Big Update,"Big news for landowners, property buyers, and farmers in Bihar! The Bihar government has introduced significant changes to the ...",YBN Bihar /Jharkhand,2026-06-22T15:30:32Z,2026,29368,309,31,PT7M47S,unknown,https://www.youtube.com/watch?v=XVR9Xb2IO-8,2,Removed
pF944Uw2TF4,Rajasthan Technical University,controversies,scam,Rajasthan Technical University scam,Mid sem soon 🥲#campuslife #rtukota #college #btech #collegelife #fest #midsem #shorts #dailyvlog,,mostly.pixiii,2025-10-06T13:01:46Z,2025,1067,22,19,PT33S,unknown,https://www.youtube.com/watch?v=pF944Uw2TF4,2,Removed
kTN6q_DCUt8,Rajiv Gandhi Proudyogiki Vishwavidyalaya,controversies,scam,Rajiv Gandhi Proudyogiki Vishwavidyalaya scam,"UIT RGPV Bhopal Review 2026 🔥 | Fees, Placement, Cutoff, Hostel &amp; Reality Check (Full Honest Review)","UIT RGPV Bhopal Review 2026 | Fees, Placement, Cutoff, Hostel & Reality Check (Full Honest Review) Google ...",Career Margdharshan ,2026-03-24T09:45:08Z,2026,3189,0,44,PT7M29S,unknown,https://www.youtube.com/watch?v=kTN6q_DCUt8,2,Removed
PTCVHCg8UrI,Mohanlal Sukhadia University Udaipur,controversies,scam,Mohanlal Sukhadia University Udaipur scam,"कौन हैं ABVP का चहीता , किसको मिलेगा टिकट ? || CAMPUS 2023, Episode 15 ||","कौन हैं ABVP का चहीता , किसको मिलेगा टिकट ? || CAMPUS 2023, Episode 15 || #abvp #campus2023 ...",Bebaak Rajasthan,2023-07-31T11:12:27Z,2023,5760,198,35,PT12M17S,unknown,https://www.youtube.com/watch?v=PTCVHCg8UrI,2,Removed
RrT83GLdYHo,Ranchi University,controversies,scam,Ranchi University scam,Sonam Raghuvanshi जैसी Pune की Siya Goyal? Ketan Agarwal Murder Case ने रिश्तों पर उठाए सवाल|,lohagadfort #sonamraghuvanshi #crimenews #relationshipcrime #punenews #maharashtranews #truecrimeindia #indiancrime ...,Bajarbattu Duniya,2026-06-24T09:36:59Z,2026,192915,1796,35,PT1M23S,unknown,https://www.youtube.com/watch?v=RrT83GLdYHo,2,Removed
e50HMaGrlz0,Savitribai Phule Pune University,controversies,scam,Savitribai Phule Pune University scam,कितीही जुने डिग्री सर्टिफिकेट काढा . SPPU Old Degree / Convocation Certificate,कितीही जुने डिग्री सर्टिफिकेट काढा . SPPU Old Degree / Convocation Certificate Topics in this ...,DNYAN DARSHAN,2023-04-11T12:41:12Z,2023,94205,1029,596,PT8M6S,unknown,https://www.youtube.com/watch?v=e50HMaGrlz0,2,Removed
