video_id,university_name,category,topic,search_query,title,description,channel_name,upload_date,upload_year,views,likes,comment_count,duration,language,video_url,relevance_score,relevance_label,clean_title,clean_description,combined_text
OJEYMaaZPgY,Ranchi University,faculty_research,plagiarism,Ranchi University plagiarism,Debate video part 4 Tribal and Regional language department Ranchi University Ranchi,"In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI ...",Tribal & Regional Language Researchers Official ,2025-03-22T07:34:39Z,2025,183,8,0,PT29M30S,unknown,https://www.youtube.com/watch?v=OJEYMaaZPgY,17,Relevant,Debate video part 4 Tribal and Regional language department Ranchi University Ranchi,"In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI .","Debate video part 4 Tribal and Regional language department Ranchi University Ranchi In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI ."
3BxZRxaObCo,Christ University,faculty_research,faculty,Christ University faculty,CHRIST University Bangalore | Promo 2024,"Inspire, Innovate and Lead! @ CHRIST (Deemed to be University), A family united to change the world.","Christ University, Bangalore",2024-04-08T10:23:42Z,2024,22124,255,19,PT3M10S,unknown,https://www.youtube.com/watch?v=3BxZRxaObCo,17,Relevant,CHRIST University Bangalore | Promo 2024,"Inspire, Innovate and Lead! @ CHRIST (Deemed to be University), A family united to change the world.","CHRIST University Bangalore | Promo 2024 Inspire, Innovate and Lead! @ CHRIST (Deemed to be University), A family united to change the world."
gml1vaat1ig,Christ University,faculty_research,faculty,Christ University faculty,Life of a Research Scholar ​⁠@ Christ University  😇 #phd #research #scholar #christuniversity #vlog,,swetha prasad,2025-08-26T05:17:58Z,2025,2981,50,21,PT42S,unknown,https://www.youtube.com/watch?v=gml1vaat1ig,17,Relevant,Life of a Research Scholar ​⁠@ Christ University 😇 #phd #research #scholar #christuniversity #vlog,,Life of a Research Scholar ​⁠@ Christ University 😇 #phd #research #scholar #christuniversity #vlog
YXIlqsGGIEg,Christ University,faculty_research,faculty,Christ University faculty,Bengaluru’s Christ University students pranked their teacher #bengaluru #christuniversity #teacher,,Nation First IN,2024-12-12T07:24:02Z,2024,4646,85,1,PT37S,unknown,https://www.youtube.com/watch?v=YXIlqsGGIEg,17,Relevant,Bengaluru’s Christ University students pranked their teacher #bengaluru #christuniversity #teacher,,Bengaluru’s Christ University students pranked their teacher #bengaluru #christuniversity #teacher
pFyS_QPQnpU,Central University of Rajasthan,faculty_research,faculty,Central University of Rajasthan faculty,"Professor, Associate Professor &amp; Assistant Professor recruitment in Central University of Rajasthan",https://curaj.ac.in/advertisement-no-4110-dated-18012023-various-teaching-positions-under-direct-recruitment ...,Edulife: One Step Ahead,2023-02-13T07:38:56Z,2023,126,10,0,PT8M20S,unknown,https://www.youtube.com/watch?v=pFyS_QPQnpU,17,Relevant,"Professor, Associate Professor & Assistant Professor recruitment in Central University of Rajasthan",.,"Professor, Associate Professor & Assistant Professor recruitment in Central University of Rajasthan ."
du-_Ij4AXI0,University of Mumbai,faculty_research,plagiarism,University of Mumbai plagiarism,How to Write a Complete Research Paper using ChatGPT?,Did you know? You can (legally) write a Complete Research Paper with ChatGPT and Publish it? Conducting research is not easy ...,Yash Mittra - YMGrad,2025-01-23T11:31:32Z,2025,144789,3048,50,PT6M24S,unknown,https://www.youtube.com/watch?v=du-_Ij4AXI0,17,Relevant,How to Write a Complete Research Paper using ChatGPT?,Did you know? You can (legally) write a Complete Research Paper with ChatGPT and Publish it? Conducting research is not easy .,How to Write a Complete Research Paper using ChatGPT? Did you know? You can (legally) write a Complete Research Paper with ChatGPT and Publish it? Conducting research is not easy .
sWUT0tj2F5Y,Osmania University,faculty_research,plagiarism,Osmania University plagiarism,Plagiarism Spelling,Plagiarism Spelling.,R.  Naveen Kumar Osmania University EEE,2025-02-05T00:51:45Z,2025,15,1,0,PT12M2S,unknown,https://www.youtube.com/watch?v=sWUT0tj2F5Y,17,Relevant,Plagiarism Spelling,Plagiarism Spelling.,Plagiarism Spelling Plagiarism Spelling.
nD8sOjZ97c8,Galgotias University,faculty_research,faculty,Galgotias University faculty,"Collaboration for Projects between Galgotias University and EPICS, Purdue University",This is official YouTube account of #GalgotiasUniversity ▻Visit our Official Website: https://www.galgotiasuniversity.edu.in ▻ Like ...,Galgotias University,2023-07-28T04:49:32Z,2023,260,2,0,PT3M24S,unknown,https://www.youtube.com/watch?v=nD8sOjZ97c8,17,Relevant,"Collaboration for Projects between Galgotias University and EPICS, Purdue University",This is official YouTube account of #GalgotiasUniversity ▻Visit our Official Website: ▻ Like .,"Collaboration for Projects between Galgotias University and EPICS, Purdue University This is official YouTube account of #GalgotiasUniversity ▻Visit our Official Website: ▻ Like ."
EhuWZSbBfGk,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,Prof. (Dr.) Alberto Garinei Joins IFDP 2024 at Chandigarh University Campus,"Join Prof. (Dr.) Alberto Garinei of Mechanical and Thermal Management, Guglielmo Marconi University, Italy, at the 8th ...",Chandigarh University International Affairs,2024-06-28T05:00:32Z,2024,49,2,0,PT22S,unknown,https://www.youtube.com/watch?v=EhuWZSbBfGk,17,Relevant,Prof. (Dr.) Alberto Garinei Joins IFDP 2024 at Chandigarh University Campus,"Join Prof. (Dr.) Alberto Garinei of Mechanical and Thermal Management, Guglielmo Marconi University, Italy, at the 8th .","Prof. (Dr.) Alberto Garinei Joins IFDP 2024 at Chandigarh University Campus Join Prof. (Dr.) Alberto Garinei of Mechanical and Thermal Management, Guglielmo Marconi University, Italy, at the 8th ."
JTvyhCG3JJU,Central University of Rajasthan,faculty_research,faculty,Central University of Rajasthan faculty,Central University of Rajasthan teaching jobs| assistant professor vacancy in Rajasthan| govt jobs,,Conceptual genetics and breeding,2023-08-02T13:55:15Z,2023,212,8,0,PT54S,unknown,https://www.youtube.com/watch?v=JTvyhCG3JJU,17,Relevant,Central University of Rajasthan teaching jobs| assistant professor vacancy in Rajasthan| govt jobs,,Central University of Rajasthan teaching jobs| assistant professor vacancy in Rajasthan| govt jobs
xT3cfgf1WcE,Sharda University,faculty_research,faculty,Sharda University faculty,Vision For Dental Science || Dr. Hemant Sawhney || Sharda University,Vision For Dental Sciences || Dr. Hemant Sawhney || #ShardaUniversity Connect With Us On Social Media: Subscribe ...,Sharda University,2025-12-27T02:03:32Z,2025,162,5,0,PT4M17S,unknown,https://www.youtube.com/watch?v=xT3cfgf1WcE,17,Relevant,Vision For Dental Science || Dr. Hemant Sawhney || Sharda University,Vision For Dental Sciences || Dr. Hemant Sawhney || #ShardaUniversity Connect With Us On Social Media: Subscribe .,Vision For Dental Science || Dr. Hemant Sawhney || Sharda University Vision For Dental Sciences || Dr. Hemant Sawhney || #ShardaUniversity Connect With Us On Social Media: Subscribe .
b5baL3Duz2E,Ranchi University,faculty_research,plagiarism,Ranchi University plagiarism,Debate video part 6 Tribal and Regional language department Ranchi University Ranchi,"In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI ...",Tribal & Regional Language Researchers Official ,2025-03-22T08:14:58Z,2025,57,1,0,PT7M3S,unknown,https://www.youtube.com/watch?v=b5baL3Duz2E,17,Relevant,Debate video part 6 Tribal and Regional language department Ranchi University Ranchi,"In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI .","Debate video part 6 Tribal and Regional language department Ranchi University Ranchi In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI ."
Tki2dKL0E8c,Amity University,faculty_research,faculty,Amity University faculty,Dance Performance Amity University Faculty AIB,Traditional Dance Superb.,Aashay Dreams💗 ,2025-03-03T13:22:31Z,2025,412,4,0,PT4M23S,unknown,https://www.youtube.com/watch?v=Tki2dKL0E8c,17,Relevant,Dance Performance Amity University Faculty AIB,Traditional Dance Superb.,Dance Performance Amity University Faculty AIB Traditional Dance Superb.
uhrJ2un5UkU,Christ University,faculty_research,faculty,Christ University faculty,Christ University Interview Tips by Faculty Member,,Kavach Khanna,2024-05-15T03:18:25Z,2024,41497,1468,35,PT1M1S,unknown,https://www.youtube.com/watch?v=uhrJ2un5UkU,17,Relevant,Christ University Interview Tips by Faculty Member,,Christ University Interview Tips by Faculty Member
owrKnOHRTPw,University of Calcutta,faculty_research,plagiarism,University of Calcutta plagiarism,How to write a research paper for SCOPUS journals? | Dr Deepshikha Datta | Research writing tips,"A Forbes article state that universities engage in research as part of their missions around learning and discovery. This, in turn ...",Brainware University,2023-06-19T06:27:04Z,2023,423,20,0,PT11M,unknown,https://www.youtube.com/watch?v=owrKnOHRTPw,17,Relevant,How to write a research paper for SCOPUS journals? | Dr Deepshikha Datta | Research writing tips,"A Forbes article state that universities engage in research as part of their missions around learning and discovery. This, in turn .","How to write a research paper for SCOPUS journals? | Dr Deepshikha Datta | Research writing tips A Forbes article state that universities engage in research as part of their missions around learning and discovery. This, in turn ."
iKOcl8F1WHI,Amity University,faculty_research,faculty,Amity University faculty,"Amity University Punjab – More Than Just a Campus, It’s an Experience!","Discover a campus that goes beyond education. With a vast library enhancing your learning experience, state-of-the-art labs ...","Amity University Punjab ""Official""",2025-02-12T09:51:35Z,2025,2560918,15904,3,PT18S,unknown,https://www.youtube.com/watch?v=iKOcl8F1WHI,17,Relevant,"Amity University Punjab – More Than Just a Campus, It’s an Experience!","Discover a campus that goes beyond education. With a vast library enhancing your learning experience, state-of-the-art labs .","Amity University Punjab – More Than Just a Campus, It’s an Experience! Discover a campus that goes beyond education. With a vast library enhancing your learning experience, state-of-the-art labs ."
zEnHL3bxwz0,Ranchi University,faculty_research,plagiarism,Ranchi University plagiarism,Debate video part 3 Tribal and Regional language department Ranchi University Ranchi,"In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI ...",Tribal & Regional Language Researchers Official ,2025-03-22T07:32:15Z,2025,58,0,0,PT11M36S,unknown,https://www.youtube.com/watch?v=zEnHL3bxwz0,17,Relevant,Debate video part 3 Tribal and Regional language department Ranchi University Ranchi,"In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI .","Debate video part 3 Tribal and Regional language department Ranchi University Ranchi In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI ."
QF0UtAO4x4E,RV University,faculty_research,faculty,RV University faculty,LIVE | INDIA-US LAW &amp; JUSTICE FORUM | RV UNIVERSITY,,RV University,2023-10-06T18:42:13Z,2023,461,13,0,PT2H44M11S,unknown,https://www.youtube.com/watch?v=QF0UtAO4x4E,17,Relevant,LIVE | INDIA-US LAW & JUSTICE FORUM | RV UNIVERSITY,,LIVE | INDIA-US LAW & JUSTICE FORUM | RV UNIVERSITY
D1i_SQJ5QZc,RV University,faculty_research,faculty,RV University faculty,From Ideas to Impactful Stories: Begin Your Creative Journey at RV University,"The School of Film, Media, and Creative Arts is here to transform your creative passion into an impactful reality. Dive deep into ...",RV University,2026-05-18T12:09:20Z,2026,323,0,0,PT1M47S,unknown,https://www.youtube.com/watch?v=D1i_SQJ5QZc,17,Relevant,From Ideas to Impactful Stories: Begin Your Creative Journey at RV University,"The School of Film, Media, and Creative Arts is here to transform your creative passion into an impactful reality. Dive deep into .","From Ideas to Impactful Stories: Begin Your Creative Journey at RV University The School of Film, Media, and Creative Arts is here to transform your creative passion into an impactful reality. Dive deep into ."
AP1xJhRIi-M,Central University of Rajasthan,faculty_research,faculty,Central University of Rajasthan faculty,Special Lecture Titled “Academic Leadership in the Fluid World” at Central University of Rajasthan,"Special Lecture Titled “Academic Leadership in the Fluid World” by Prof. Bhimaraya S. Metri, Director of the Indian Institute of ...",Central University of Rajasthan Official,2025-10-28T23:45:47Z,2025,173,9,0,PT1H51M27S,unknown,https://www.youtube.com/watch?v=AP1xJhRIi-M,17,Relevant,Special Lecture Titled “Academic Leadership in the Fluid World” at Central University of Rajasthan,"Special Lecture Titled “Academic Leadership in the Fluid World” by Prof. Bhimaraya S. Metri, Director of the Indian Institute of .","Special Lecture Titled “Academic Leadership in the Fluid World” at Central University of Rajasthan Special Lecture Titled “Academic Leadership in the Fluid World” by Prof. Bhimaraya S. Metri, Director of the Indian Institute of ."
UW-TN_1IjU8,Ranchi University,faculty_research,plagiarism,Ranchi University plagiarism,Debate video part 5 Tribal and Regional language department Ranchi University Ranchi,"In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI ...",Tribal & Regional Language Researchers Official ,2025-03-22T07:38:42Z,2025,240,4,1,PT11M47S,unknown,https://www.youtube.com/watch?v=UW-TN_1IjU8,17,Relevant,Debate video part 5 Tribal and Regional language department Ranchi University Ranchi,"In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI .","Debate video part 5 Tribal and Regional language department Ranchi University Ranchi In this video, I share the top 10 AI tools that every researcher should use in 2025 to publish their research papers! These top AI ."
z227JrCvrv0,Central University of Gujarat,faculty_research,faculty,Central University of Gujarat faculty,Welcome to School of Chemical Sciences at Central University of Gujarat !,"Step into the world of innovation, discovery, and scientific excellence with our programs at the School of Chemical Sciences.",Central University of Gujarat,2026-04-10T05:09:39Z,2026,218,15,1,PT1M40S,unknown,https://www.youtube.com/watch?v=z227JrCvrv0,17,Relevant,Welcome to School of Chemical Sciences at Central University of Gujarat !,"Step into the world of innovation, discovery, and scientific excellence with our programs at the School of Chemical Sciences.","Welcome to School of Chemical Sciences at Central University of Gujarat ! Step into the world of innovation, discovery, and scientific excellence with our programs at the School of Chemical Sciences."
Kdd9gm52QnU,Sharda University,faculty_research,faculty,Sharda University faculty,Nyakhor K.C. Ranlei | B.Tech Civil Engineering | South Sudan || Sharda University,ShardaUniversity Connect With Us On Social Media: Subscribe https://www.youtube.com/shardauniversity Facebook ...,Sharda University,2026-06-04T07:00:26Z,2026,73,3,0,PT1M14S,unknown,https://www.youtube.com/watch?v=Kdd9gm52QnU,17,Relevant,Nyakhor K.C. Ranlei | B.Tech Civil Engineering | South Sudan || Sharda University,ShardaUniversity Connect With Us On Social Media: Subscribe Facebook .,Nyakhor K.C. Ranlei | B.Tech Civil Engineering | South Sudan || Sharda University ShardaUniversity Connect With Us On Social Media: Subscribe Facebook .
79vauLkoK1I,Amity University,faculty_research,faculty,Amity University faculty,Ms Arti Khosla l Amity University l Climate Trends,"Ms. Aarti Khosla, Founder, Climate Trends, addressed the vibrant minds of Amity School of Communication. Her insights on ...",Amity University Lucknow Campus,2024-12-13T12:30:29Z,2024,131,5,0,PT1M6S,unknown,https://www.youtube.com/watch?v=79vauLkoK1I,17,Relevant,Ms Arti Khosla l Amity University l Climate Trends,"Ms. Aarti Khosla, Founder, Climate Trends, addressed the vibrant minds of Amity School of Communication. Her insights on .","Ms Arti Khosla l Amity University l Climate Trends Ms. Aarti Khosla, Founder, Climate Trends, addressed the vibrant minds of Amity School of Communication. Her insights on ."
2VBSHKvoo5o,RV University,faculty_research,faculty,RV University faculty,Transform Ambition Into Leadership: Experience the Future of Business Education at RV University,"Welcome to the next generation of leadership: School of Business. The modern corporate landscape values agility, analytical ...",RV University,2026-05-18T12:04:59Z,2026,5328,5,0,PT1M10S,unknown,https://www.youtube.com/watch?v=2VBSHKvoo5o,17,Relevant,Transform Ambition Into Leadership: Experience the Future of Business Education at RV University,"Welcome to the next generation of leadership: School of Business. The modern corporate landscape values agility, analytical .","Transform Ambition Into Leadership: Experience the Future of Business Education at RV University Welcome to the next generation of leadership: School of Business. The modern corporate landscape values agility, analytical ."
kb2rYDeqWyU,Amity University,faculty_research,faculty,Amity University faculty,Paridhan 2025 | Annual Graduation Design Collection | Amity University Madhya Pradesh,"Paridhan 2025 – A Tapestry of Talent and Transformation! Experience the magic of fashion, creativity, and compassion come alive ...",Amity University Gwalior,2025-05-09T16:47:22Z,2025,3848,43,0,PT18S,unknown,https://www.youtube.com/watch?v=kb2rYDeqWyU,17,Relevant,Paridhan 2025 | Annual Graduation Design Collection | Amity University Madhya Pradesh,"Paridhan 2025 – A Tapestry of Talent and Transformation! Experience the magic of fashion, creativity, and compassion come alive .","Paridhan 2025 | Annual Graduation Design Collection | Amity University Madhya Pradesh Paridhan 2025 – A Tapestry of Talent and Transformation! Experience the magic of fashion, creativity, and compassion come alive ."
IakwXFUB6PE,Central University of Gujarat,faculty_research,faculty,Central University of Gujarat faculty,Welcome to School of National Security Studies (SNSS) at the Central University of Gujarat,Step into the world of strategy and global affairs with the School of National Security Studies (SNSS) at the Central University of ...,Central University of Gujarat,2026-04-15T05:20:52Z,2026,1521,52,2,PT4M48S,unknown,https://www.youtube.com/watch?v=IakwXFUB6PE,17,Relevant,Welcome to School of National Security Studies (SNSS) at the Central University of Gujarat,Step into the world of strategy and global affairs with the School of National Security Studies (SNSS) at the Central University of .,Welcome to School of National Security Studies (SNSS) at the Central University of Gujarat Step into the world of strategy and global affairs with the School of National Security Studies (SNSS) at the Central University of .
gZyOHppiy40,Anna University,faculty_research,plagiarism,Anna University plagiarism,Write Research Paper With ChatGPT in Hours | Best AI for research paper writing,Write Research Paper With ChatGPT in Hours | Best AI for research paper writing COMPLETE RESEARCH WRITER (Ch 1–5) ...,MyWordAi - AI academic research assistants,2025-05-26T15:45:08Z,2025,118761,1222,173,PT56S,unknown,https://www.youtube.com/watch?v=gZyOHppiy40,17,Relevant,Write Research Paper With ChatGPT in Hours | Best AI for research paper writing,Write Research Paper With ChatGPT in Hours | Best AI for research paper writing COMPLETE RESEARCH WRITER (Ch 1–5) .,Write Research Paper With ChatGPT in Hours | Best AI for research paper writing Write Research Paper With ChatGPT in Hours | Best AI for research paper writing COMPLETE RESEARCH WRITER (Ch 1–5) .
eRtbBEYUJ8Y,Central University of Punjab,faculty_research,faculty,Central University of Punjab faculty,"Central University of Punjab Vacancy 2026 | Professor, Librarian Jobs | Apply Now",Punjab Central University Recruitment 2026 बिना परीक्षा भर्ती | Interview Based Jobs Central University of ...,PP Tech & Education,2026-05-16T10:13:13Z,2026,42,1,0,PT1M39S,unknown,https://www.youtube.com/watch?v=eRtbBEYUJ8Y,17,Relevant,"Central University of Punjab Vacancy 2026 | Professor, Librarian Jobs | Apply Now",Punjab Central University Recruitment 2026 बिना परीक्षा भर्ती | Interview Based Jobs Central University of .,"Central University of Punjab Vacancy 2026 | Professor, Librarian Jobs | Apply Now Punjab Central University Recruitment 2026 बिना परीक्षा भर्ती | Interview Based Jobs Central University of ."
7h8b46HDy3M,Central University of Punjab,faculty_research,faculty,Central University of Punjab faculty,Central University of Punjab faculty recruitment 2025 | Central University of Punjab new job vacancy,,Dr. A. A. GOLDAR'S CONSULTANCY SERVICES,2025-12-03T16:39:12Z,2025,25,0,0,PT16S,unknown,https://www.youtube.com/watch?v=7h8b46HDy3M,17,Relevant,Central University of Punjab faculty recruitment 2025 | Central University of Punjab new job vacancy,,Central University of Punjab faculty recruitment 2025 | Central University of Punjab new job vacancy
Cg3RmGPQaOU,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,MSc  Biotechnology at Chandigarh University,Step into a world of endless possibilities and seize the power of biotechnology for a promising future! Join the prestigious M.Sc.,Chandigarh University - CU,2023-06-20T11:24:03Z,2023,1001,10,0,PT1M15S,unknown,https://www.youtube.com/watch?v=Cg3RmGPQaOU,17,Relevant,MSc Biotechnology at Chandigarh University,Step into a world of endless possibilities and seize the power of biotechnology for a promising future! Join the prestigious M.Sc.,MSc Biotechnology at Chandigarh University Step into a world of endless possibilities and seize the power of biotechnology for a promising future! Join the prestigious M.Sc.
nuKECTUxj6U,Sharda University,faculty_research,faculty,Sharda University faculty,Sharda University Agra | Youth Parliament | Viksit Bharat VBYCP,,Sharda University Agra,2025-08-18T04:18:57Z,2025,2905,54,0,PT45S,unknown,https://www.youtube.com/watch?v=nuKECTUxj6U,17,Relevant,Sharda University Agra | Youth Parliament | Viksit Bharat VBYCP,,Sharda University Agra | Youth Parliament | Viksit Bharat VBYCP
B5UBvFZe_38,Ashoka University,faculty_research,faculty,Ashoka University faculty,Semester Abroad Programme at Ashoka University,"With 761 students and over 60 global partners, Ashoka's Semester and Summer Abroad Programmes offer transformative ...",Ashoka University,2025-08-06T05:53:45Z,2025,1423,35,0,PT2M43S,unknown,https://www.youtube.com/watch?v=B5UBvFZe_38,17,Relevant,Semester Abroad Programme at Ashoka University,"With 761 students and over 60 global partners, Ashoka's Semester and Summer Abroad Programmes offer transformative .","Semester Abroad Programme at Ashoka University With 761 students and over 60 global partners, Ashoka's Semester and Summer Abroad Programmes offer transformative ."
14pKuWbATRg,Central University of Tamil Nadu,faculty_research,faculty,Central University of Tamil Nadu faculty,Faculty position in Central University of Tamil Nadu #jobsearch #indian #aiimsdelhi #ucirvine #azul,,Researcher@california,2025-08-14T01:41:18Z,2025,89,4,0,PT16S,unknown,https://www.youtube.com/watch?v=14pKuWbATRg,17,Relevant,Faculty position in Central University of Tamil Nadu #jobsearch #indian #aiimsdelhi #ucirvine #azul,,Faculty position in Central University of Tamil Nadu #jobsearch #indian #aiimsdelhi #ucirvine #azul
n_GuX6KsBiE,Lovely Professional University,faculty_research,faculty,Lovely Professional University faculty,Should You Join LPU in 2026 ?? Lovely Professional University Reality | JEE 2026 | Harsh Sir,Subcribe Vedantu JEE Made EJEE Channel ...,Vedantu JEE Made Ejee,2026-04-13T14:30:42Z,2026,132330,2849,1589,PT43M28S,unknown,https://www.youtube.com/watch?v=n_GuX6KsBiE,17,Relevant,Should You Join LPU in 2026 ? Lovely Professional University Reality | JEE 2026 | Harsh Sir,Subcribe Vedantu JEE Made EJEE Channel .,Should You Join LPU in 2026 ? Lovely Professional University Reality | JEE 2026 | Harsh Sir Subcribe Vedantu JEE Made EJEE Channel .
pLQExvAFtM8,SRM Institute of Science and Technology,faculty_research,faculty,SRM Institute of Science and Technology faculty,Greetings from the Faculty of Science and Humanities !,"DAY - 6 (PART 2) The Department of Computer Science and Applications organized 6 day ATAL-AICTE Approved FDP of ""Fast ...","SRM Institute of Science and Technology, Trichy",2025-02-19T07:00:55Z,2025,35,0,0,PT2H30M47S,unknown,https://www.youtube.com/watch?v=pLQExvAFtM8,17,Relevant,Greetings from the Faculty of Science and Humanities !,"DAY - 6 (PART 2) The Department of Computer Science and Applications organized 6 day ATAL-AICTE Approved FDP of ""Fast .","Greetings from the Faculty of Science and Humanities ! DAY - 6 (PART 2) The Department of Computer Science and Applications organized 6 day ATAL-AICTE Approved FDP of ""Fast ."
EP3kfv5R44Y,Bennett University,faculty_research,faculty,Bennett University faculty,Build Your Future in Business with BBA at Bennett University | Admissions 2026,Fuel your entrepreneurial passion with a BBA program designed for future industry leaders. With 10 industry-relevant ...,Bennett University (Times Group),2026-05-21T10:07:07Z,2026,1417616,4,0,PT46S,unknown,https://www.youtube.com/watch?v=EP3kfv5R44Y,17,Relevant,Build Your Future in Business with BBA at Bennett University | Admissions 2026,Fuel your entrepreneurial passion with a BBA program designed for future industry leaders. With 10 industry-relevant .,Build Your Future in Business with BBA at Bennett University | Admissions 2026 Fuel your entrepreneurial passion with a BBA program designed for future industry leaders. With 10 industry-relevant .
V1uSxU6b_fM,PES University,faculty_research,faculty,PES University faculty,PES University Faculty of Management Studies Presents CXO Talk with Dr Thimappa Hedge,"Dr. Thimappa Hegde is a distinguished neurosurgeon, and is presently working as the Director of Narayana Institute of ...",PESU LIVE,2023-12-02T13:12:15Z,2023,662,6,1,PT1H25M20S,unknown,https://www.youtube.com/watch?v=V1uSxU6b_fM,17,Relevant,PES University Faculty of Management Studies Presents CXO Talk with Dr Thimappa Hedge,"Dr. Thimappa Hegde is a distinguished neurosurgeon, and is presently working as the Director of Narayana Institute of .","PES University Faculty of Management Studies Presents CXO Talk with Dr Thimappa Hedge Dr. Thimappa Hegde is a distinguished neurosurgeon, and is presently working as the Director of Narayana Institute of ."
bqGh_aIE-e0,Ashoka University,faculty_research,faculty,Ashoka University faculty,Professional Course in Advanced Microscopy by Ashoka University and ZEISS Academy Microscopy,The Professional Course in Advanced Microscopy (PCAM) is a 12-week immersive professional training programme jointly ...,Ashoka University,2026-02-27T06:55:36Z,2026,814,31,0,PT3M56S,unknown,https://www.youtube.com/watch?v=bqGh_aIE-e0,17,Relevant,Professional Course in Advanced Microscopy by Ashoka University and ZEISS Academy Microscopy,The Professional Course in Advanced Microscopy (PCAM) is a 12-week immersive professional training programme jointly .,Professional Course in Advanced Microscopy by Ashoka University and ZEISS Academy Microscopy The Professional Course in Advanced Microscopy (PCAM) is a 12-week immersive professional training programme jointly .
Xol4Nqe19Ac,Central University of Tamil Nadu,faculty_research,faculty,Central University of Tamil Nadu faculty,Professor Dr. G. Ravindran of Central University of Tamil Nadu shares his experience on 6th #NMC2022,"After a gap of two years owing to the Covid-19 pandemic, the Eastern India's biggest literary and academic extravaganza, the ...",IMS Odisha,2023-01-06T07:56:18Z,2023,43,2,0,PT1M43S,unknown,https://www.youtube.com/watch?v=Xol4Nqe19Ac,17,Relevant,Professor Dr. G. Ravindran of Central University of Tamil Nadu shares his experience on 6th #NMC2022,"After a gap of two years owing to the Covid-19 pandemic, the Eastern India's biggest literary and academic extravaganza, the .","Professor Dr. G. Ravindran of Central University of Tamil Nadu shares his experience on 6th #NMC2022 After a gap of two years owing to the Covid-19 pandemic, the Eastern India's biggest literary and academic extravaganza, the ."
XUR92ukpxm4,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,BBA Placements at Chandigarh University - CUCET Scholarships | Admissions at CU,CU celebrates the success of BBA graduate Sagar Jindal who has stepped into the world of global fashion with Calvin Klein.,Chandigarh University - CU,2025-12-01T09:15:31Z,2025,253644,7,0,PT1M8S,unknown,https://www.youtube.com/watch?v=XUR92ukpxm4,17,Relevant,BBA Placements at Chandigarh University - CUCET Scholarships | Admissions at CU,CU celebrates the success of BBA graduate Sagar Jindal who has stepped into the world of global fashion with Calvin Klein.,BBA Placements at Chandigarh University - CUCET Scholarships | Admissions at CU CU celebrates the success of BBA graduate Sagar Jindal who has stepped into the world of global fashion with Calvin Klein.
0UDMHyZZP0A,Central University of Haryana,faculty_research,faculty,Central University of Haryana faculty,Central University of Haryana❤️@centraluniversityofharyana #cuharyana #cuh #cuhunofficial#cuhar,"Title: ""Vibrant Moves | Central University of Haryana Dance Squad | [Engineer' Day]"" Description: Get ready to groove! Watch the ...",Cuh Unofficial,2024-09-27T17:02:29Z,2024,3406,46,3,PT18S,unknown,https://www.youtube.com/watch?v=0UDMHyZZP0A,17,Relevant,Central University of #cuharyana #cuh #cuhunofficial#cuhar,"Title: ""Vibrant Moves | Central University of Haryana Dance Squad | [Engineer' Day]"" Description: Get ready to groove! Watch the .","Central University of #cuharyana #cuh #cuhunofficial#cuhar Title: ""Vibrant Moves | Central University of Haryana Dance Squad | [Engineer' Day]"" Description: Get ready to groove! Watch the ."
niiMYjsAYdQ,Central University of Haryana,faculty_research,faculty,Central University of Haryana faculty,Central University of Haryana Faculty recruitment 2025|,,Sarkari Job with Saumya,2025-01-12T06:03:30Z,2025,56,0,0,PT3M7S,unknown,https://www.youtube.com/watch?v=niiMYjsAYdQ,17,Relevant,Central University of Haryana Faculty recruitment 2025|,,Central University of Haryana Faculty recruitment 2025|
